file,speaker,text
0b9e0fa576,c57bb,कागजात जम्मा गर्नको
0f303ae413,daa0a,काङ्ग्रेसका उपसभापति हुनुहुन्छ
03c003fe70,1b29c,काङ्ग्रेसका तर्फबाट चुनिनुभएका
05775c0cf3,4dccf,काचुच्चोहरु जन्म एक
05b9f8a67f,1d9ac,काजीको दर्जा दिइने
028f8ce9d3,0e35f,काञ्ची अवन्तिका
04a15e01f9,541e4,काटिएको शिरलाई जोडे
004afc2286,646f2,काटिएर राखेको प्याजले
0a624fea1c,3a78c,काटी आफ्नो छोराहरू
027383e3c0,f7175,काट्छ भन्ने धार्मिकहरूको
097de6da69,5e6be,काठमाडौ नेपालको राजधानी
0ec2c2f977,d4c0f,काठमाडौँ उपत्यका
0cbf812854,5297a,काठमाडौँ उपत्यकाकी जीवित
09d791867c,938ee,काठमाडौँका नेवार कालीगढहरू
00bebc9408,163a6,काठमाडौँ कार्यालय
06084cafd6,2273c,काठमाडौँ नेपालमा रहेको
0b7580ce54,fea0e,काठमाडौँ पढ्दा पढ्दै
03c2c72231,43655,काठमाडौँमा जन्मिएका हुन्
0bb1183d30,5f3b4,काठमाडौँमा निधन भएको थियो
0326e76393,e8b29,काठमाडौँमा भएको हो
02a22a769c,b8154,काठमाडौँ विश्वविद्यालय
057b5f53bb,25ff3,काठमाडौँ विश्वविद्यालय निम्न
03b8aab0d6,f6e28,काठमाडौँ शिक्षा क्याम्पसको
07c8d5cc3a,ef9b4,काठमाडौँ सांस्कृतिक र ऐतिहासिक
03838a5dd8,809f3,काठे पुल धेरै
07fbb417c0,d241a,काडाँ बझाङ जिल्लाको
0ef4f1bce0,a5f51,कात्तिक नाच कात्तिक
0fc30eb9d1,0bd28,कात्तिक महिनाभरि नाच
0677f7dee4,9ef53,का दशकसम्म चलिरह्यो
0efd80bd70,737fb,कानको जालीमा प्वाल
0a3e9d4f6b,ca5ed,कानको जालीलाई प्वाल
02582ac5de,2f34a,कानन कर्मकारलाई
0fe9376c60,7fda9,कान पाक्न सक्छ
049eb2ce77,29944,कानपुर भारतका सर्वाधिक
0be0a5274a,e4714,कानमा तेल हाल्नु हुँदैन
0ce418147e,5a5e7,कानमा बल पर्ने
0d630daa76,970ca,कान हुने मृग
04fa4b1dcf,39b91,कानूनी मान्यता
0faf871339,6323a,कान्छा छोराको रूपमा
0fe7dad5d7,2d618,कान्तिपुर दैनिकको सुरूवातदेखि
00a917dc40,f73cc,कान्तिपुर युएनएफपीएले जनाए
0c13036112,8dfc8,का बीच युरोपेली
0a0651fdfe,4170b,काभ्रे जिल्लाको एक
085905742c,0e059,काभ्रे जिल्ला पर्दछ
041664e5d2,95a0e,काभ्रे दाङ जिल्लाको
0951484049,9cd73,काभ्रेपलाञ्चोकको पाँचखाल
088005306e,4b59a,काम कारवाही गर्ने
0c76b9eda4,bc051,कामको प्रचार
0ae886e60b,7de40,काम गरियो
084118ab30,01cf0,काम गरिराखेको छैन
0538bac92c,01173,काम गरेको थियो
00ce831132,2f34a,काम गर्छ भन्ने
0e96079a85,6c67c,काम गर्न पनि
048749c038,33d55,काम गर्नुपर्ने भएकाले
0afc207f08,5045d,काम गर्नुभएको छ
01af82b46d,6ee13,काम गर्ने
06bafd8d66,5b437,काम गर्ने अनुशासन
0105c40cbe,a2a69,काम गर्‍यो ताकि
0c4956d193,a30f2,कामतापुर अधिराज्यको भाग थियो
0da7815f62,fc62e,काम थाले
070b90187e,83732,कामधेनुको अपहरण गरे
0eba52c8a1,fea0e,काम निरन्तर राख्नुहोला
0c4f455145,63255,कामबाट प्रभावित भएर
0f9d3a0e60,0e059,काम भएको जस्तो
0ebd0541de,af5f6,काम भएको थियो
0b208299f5,5df8e,काम लाग्न सक्छ
0350d51a2b,8570d,कामी थामी दमाईं
08db38b1f0,87f8b,कामी थामी दमाईं
03d2562e5a,8f7f7,कामै गर्दैनथे जस्तो लाग्छ
0029f655b5,541e4,काम्लो कता होला
02eed7bcec,a3872,कायमै थियो
0bf7d78626,8efbc,कायला क्यारेरा
00ca272d79,0b9e3,कारण उन्नाइसौँ शताब्दीको
0c4c0d86f0,df933,कारण छन् किनकि
00e7e78e58,9a075,कारण जीवाणु हो
0b16fd0c88,47075,कारण थियो
02ac83e322,99866,कारण पछिबाट नेपालको
0164e8c1b5,1ad64,कारण पिछडिएको
061eb76a41,145c1,कारण फ्रेन्च डचहरूसँग
0b7d6e14f0,e2039,कारण बच्चन र उनको
00a824abd5,8c66c,कारण यसमा लामो
08748ce991,f09e5,कारण या बाहिरबाट
0a8565bba6,c69a8,कारणले इस्मा राज्यले
0ea0c3b497,96e21,कारणले पैदा हुने हलचल
0016fb0938,2c699,कारणले समाजिक विकासको
0afea395de,6a6d1,कारण हो जहाँ
0fef5a48c9,370bf,का रूपमा देखाए
06ab4888d0,4db3f,कार्कीले हालसम्म करिब
0c6aab6b15,0d4f0,कार्ड हुन्
0ba57feadc,cbbed,कार्ड्स अन द टेबल
0785484864,af6bd,कार्तिक देखि नै
0e7a30e3fa,76dab,कार्तिक महिनामा नृसिंह
0accf39fc9,7f880,कार्तिकमा संविधानको
090575e3cf,1cec5,कार्तिक शुक्लपक्षमा पर्ने
0392637029,e2039,कार्तिकसम्ममा जमिन बिस्तारै
0a0b1fc026,5dae1,कार्य अग्निप्रसाद रिजाल
0791bc7fc1,f73cc,कार्य करूणानिधि
0ca6b0ca25,9f39a,कार्यकर्ताका रूपमा
072e36f370,53027,कार्यकारी निकाय हो
04fa35b35e,0b9e3,कार्य कुलप्रसाद उपाध्याय
0b78d7140e,22333,कार्य केवल
0f0dd626b4,d4b2f,कार्यको तनावको कारण
0e175c91f0,363a2,कार्यक्रमको अतिथि
0f20f77a69,39e3b,कार्यक्रमको घोषणा
06243e2256,e2039,कार्यक्रम तुलनामा एउटा
05a0936877,6c1a9,कार्यक्रम पूर्व घोषणा
00169e1a5c,aec56,कार्यक्रममा आफ्नो शैक्षिक
0e4763aa42,24945,कार्यक्रममा उपस्थित
0f67b784b2,0bb95,कार्यक्रम विभिन्न जिल्लाहरूमा
0aebebae88,58eba,कार्यक्रम सम्बन्धी
07802caa92,11542,कार्यक्रमहरू सञ्चालन गर्ने
0d2ca7ec2a,d241a,कार्यक्रमहरू सञ्चालित छन्
0619049897,cc4bf,कार्य गरेको छ
038f01608b,2d07d,कार्य गर्दा विशेषरूपमा
0ce0e9f987,a5f51,कार्य जारी छ
0cf8993833,65bbb,कार्य जीवनदास
056d8c867b,83732,कार्यद्वारा भएको छ
0aa1b3b925,8389b,कार्यद्वारा भएको छ
0d138b8ca7,96ad5,कार्य नरहरि
021b33d15f,aead3,कार्य प्रकाश राणाद्वारा
0d49f07d11,51175,कार्यबलको निर्माण
06f2fb35e3,20ebe,कार्य भएकाले निर्माण
0dc8227c1c,ee687,कार्य भनिन्छ
006e126b7f,dd9b6,कार्य भरतमणी शर्माद्वारा
0df25c47cb,33783,कार्यमा संलग्न हुने
0ce8366553,68081,कार्य रमेश खनाल
01eecdeb80,938ee,कार्य रविलाल
0be0ea9393,af6bd,कार्य सम्पन्न भएको छ
0ffd6841fe,45ef4,कार्य हुन्छ
0273c75664,e349f,कार्यालयमा हुने ससाना
055ccfe3f4,875d4,कार्यालय सहायक
0d6fa0a92d,01173,कार्यालय सहायक
0138531096,9f669,कार्लोस स्लिम हेलु
0400584a91,aa10c,कालदेखि अबसम्म
0b1cd46f4e,27e93,काल देवल थियो
0e4fd91c80,68f0f,काल देवल थियो
02b027dc38,abc37,कालमा सुरु भएको
0cca8e1cee,42be7,कालमा सैनिक द्रव्यकोषको
0870813051,555eb,कालमा हिन्दु अनि
08beb7042d,94417,कालसित सम्बद्ध छ
0e975341f7,93f47,काल स्वयं उत्पन्न
05879b1bc3,1f680,काला खाद्यपदार्थ र वस्तुहरू
0305f8fe6a,b66ee,काला धब्बा वास्तवमा
0995336403,59e9e,कालान्तरमा तनङ्गु र पछि
09f0621c99,db4bc,कालाशेष र वाईसखुवा
047e84eddc,55c0f,कालिका र केही भाग
06d0879ce3,3999a,कालिका र गुरु श्री
0ff87e4d50,5e6be,कालिदासभन्दा पुरानो छ
0ee32a6074,99866,कालिदासले आफ्नो शैलीलाई
0e795a7dba,7f577,काली
040abf3fdc,66260,कालीकोट
02557b4690,882ce,कालीखुट्टे जलरङ्क
03240c17a2,294d8,कालीखोला
06d84bed7b,5a5e7,कालीबंगा
0115e129bb,57551,कालीबंगाबाट प्राप्त
069a196054,cbbed,कालो तित्रा
